Time,data
1740791834.6638234,394.4996337890625
1740791834.761558,375.8940124511719
1740791834.862679,378.53228759765625
1740791834.9624062,351.6063537597656
1740791835.060928,583.8063354492188
1740791835.1617632,362.0261535644531
1740791835.2625084,559.812255859375
1740791835.3636818,708.8011474609375
1740791835.4615974,533.4033203125
1740791835.5611546,884.7499389648438
1740791835.6610527,93.58271789550781
1740791835.762333,562.5739135742188
1740791835.861303,439.8719787597656
1740791835.9628026,274.720458984375
1740791836.062387,753.449462890625
1740791836.1622047,464.07537841796875
1740791836.261284,337.04022216796875
1740791836.3624065,175.9886016845703
1740791836.4612424,138.13336181640625
1740791836.5621736,180.3076171875
1740791836.6624956,942.6911010742188
1740791836.7608306,455.6941833496094
1740791836.861615,931.380126953125
1740791836.962707,46.12556457519531
1740791837.0628097,790.4324951171875
1740791837.1621869,799.4080810546875
1740791837.2636096,447.08843994140625
1740791837.3609633,798.48046875
1740791837.4620864,866.090087890625
1740791837.5617177,384.86566162109375
1740791837.6637666,588.3644409179688
1740791837.7616413,6.253211498260498
1740791837.8630211,774.8870239257812
1740791837.9632084,178.29931640625
1740791838.0612319,421.49261474609375
1740791838.1615257,130.89425659179688
1740791838.2616231,667.593017578125
1740791838.3609557,329.10748291015625
1740791838.4619784,203.9002227783203
1740791838.5626655,75.73765563964844
1740791838.6619148,326.5887451171875
1740791838.7611187,101.3083724975586
1740791838.8615975,865.7776489257812
1740791838.9611783,921.6487426757812
1740791839.061538,659.4896240234375
1740791839.1633859,840.7631225585938
1740791839.2620127,851.8121948242188
1740791839.3609061,878.606689453125
1740791839.4619749,921.2406616210938
1740791839.5611925,240.6595001220703
1740791839.6632094,922.67431640625
1740791839.7644842,194.96145629882812
1740791839.861294,547.3557739257812
1740791839.9613352,311.1255187988281
1740791840.0619166,924.028076171875
1740791840.1618762,858.6725463867188
1740791840.2606294,377.7181091308594
1740791840.3611233,998.2254028320312
1740791840.460659,66.87474822998047
1740791840.5616863,892.1968994140625
1740791840.660942,652.5202026367188
1740791840.7610426,876.2836303710938
1740791840.8609548,45.59933090209961
1740791840.9606347,326.1148986816406
1740791841.061872,87.30536651611328
1740791841.1625605,574.8521118164062
1740791841.2614367,589.8990478515625
1740791841.3636615,308.0018310546875
1740791841.4613895,401.5007629394531
1740791841.5608726,144.4014892578125
1740791841.6612964,514.531005859375
1740791841.7629845,707.7593383789062
1740791841.8607926,798.9571533203125
1740791841.9617538,324.96148681640625
1740791842.0624948,997.0900268554688
1740791842.1625433,77.60387420654297
1740791842.2607827,439.97113037109375
1740791842.3614216,799.1338500976562
1740791842.461384,467.3197021484375
1740791842.5612442,658.48388671875
1740791842.6606834,556.7427368164062
1740791842.761323,356.35345458984375
1740791842.8619525,243.30438232421875
1740791842.9630747,11.420111656188965
1740791843.0611284,46.073177337646484
1740791843.1607382,301.0916748046875
1740791843.261085,859.879638671875
1740791843.3619754,524.6976318359375
1740791843.4615417,90.79695892333984
1740791843.5610073,694.58056640625
1740791843.662077,683.3417358398438
1740791843.7610838,517.511474609375
1740791843.8624384,933.7508544921875
1740791843.962005,464.4435119628906
1740791844.0605059,465.41107177734375
1740791844.1614518,519.4315185546875
1740791844.2609537,920.0802001953125
1740791844.3637547,768.64208984375
1740791844.4609816,893.02734375
1740791844.561363,536.638671875
1740791844.6632185,904.3104858398438
1740791844.7615843,643.3392944335938
1740791844.8625956,152.79737854003906
1740791844.9636881,392.962890625
1740791845.061334,641.1348876953125
1740791845.1620843,170.94583129882812
1740791845.2606246,665.156982421875
1740791845.3610375,495.89093017578125
1740791845.461093,51.291099548339844
1740791845.56144,464.5389099121094
1740791845.6624038,576.0897216796875
1740791845.7613475,111.6065902709961
1740791845.8611143,599.9160766601562
1740791845.9618237,764.7628173828125
1740791846.061499,543.1268920898438
1740791846.1610444,321.4959411621094
1740791846.2621922,814.3958740234375
1740791846.3611093,396.3861083984375
1740791846.462263,481.1833190917969
1740791846.5614173,738.6158447265625
1740791846.661212,933.3202514648438
1740791846.7624693,147.514404296875
1740791846.8617883,330.6951599121094
1740791846.9621515,932.063232421875
1740791847.061851,352.6487121582031
1740791847.161508,673.729736328125
1740791847.261636,304.0011901855469
1740791847.3610575,692.9837646484375
1740791847.4612057,947.667724609375
1740791847.5625873,836.0489501953125
1740791847.6622047,453.8662109375
1740791847.7625604,212.8742218017578
1740791847.861366,495.50494384765625
1740791847.9624689,268.5079650878906
1740791848.0623693,204.5292205810547
1740791848.1615565,642.51513671875
1740791848.2613318,820.2955932617188
1740791848.3614154,289.3099365234375
1740791848.4611003,645.387939453125
1740791848.5606134,39.68834686279297
1740791848.661019,665.3351440429688
1740791848.7620163,650.4189453125
1740791848.8608968,785.998291015625
1740791848.9607713,545.95361328125
1740791849.0624359,374.7391357421875
1740791849.1608734,166.65127563476562
1740791849.2612584,158.68052673339844
1740791849.3624346,0.21707569062709808
1740791849.460928,63.79277420043945
1740791849.5612903,918.2122192382812
1740791849.662272,372.13494873046875
1740791849.7608383,198.43704223632812
1740791849.8621855,268.1123352050781
1740791849.961291,330.24981689453125
1740791850.0626457,665.439208984375
1740791850.1623664,497.3886413574219
1740791850.2623422,414.2388000488281
1740791850.3626568,527.8248901367188
1740791850.4611263,176.88333129882812
1740791850.561195,369.70965576171875
1740791850.6620903,1020.5194091796875
1740791850.761835,172.37095642089844
1740791850.861382,452.1473693847656
1740791850.9628475,164.92420959472656
1740791851.0611532,11.048020362854004
1740791851.161013,156.93020629882812
1740791851.2610173,460.5830383300781
1740791851.360416,219.30130004882812
1740791851.461727,267.6511535644531
1740791851.5629048,704.1311645507812
1740791851.6623135,769.3139038085938
1740791851.7625124,125.35277557373047
1740791851.8612258,309.0270080566406
1740791851.9622917,335.3353271484375
1740791852.0614176,280.7457580566406
1740791852.1621397,383.12847900390625
1740791852.2610447,890.3909912109375
1740791852.3618176,53.70925521850586
1740791852.4608054,229.4909210205078
1740791852.562038,346.0447692871094
1740791852.661856,946.010986328125
1740791852.7624555,270.2315979003906
1740791852.862389,215.64646911621094
1740791852.962392,923.181640625
1740791853.0622826,308.61297607421875
1740791853.1612592,792.8049926757812
1740791853.261498,612.9706420898438
1740791853.361095,913.2875366210938
1740791853.4637175,144.20909118652344
1740791853.5625834,430.8620910644531
1740791853.6611958,288.9608154296875
1740791853.7612772,431.9398498535156
1740791853.8617723,513.0031127929688
1740791853.96291,263.96221923828125
1740791854.0610209,710.8143920898438
1740791854.1625028,115.41902923583984
1740791854.2611,471.63226318359375
1740791854.3620977,742.1918334960938
1740791854.462025,250.7616729736328
1740791854.5624409,421.8059387207031
1740791854.6609118,943.7098999023438
1740791854.7612975,188.1739501953125
1740791854.8604517,1010.1915893554688
1740791854.961519,777.126220703125
1740791855.0612674,684.9114379882812
1740791855.1616404,448.9129333496094
1740791855.2611403,439.18121337890625
1740791855.3657186,143.25738525390625
1740791855.460663,326.166015625
1740791855.5615728,52.037052154541016
1740791855.6623755,167.83517456054688
1740791855.7614133,9.211812019348145
1740791855.860648,777.815185546875
1740791855.9607456,272.5068664550781
1740791856.0616755,76.92386627197266
1740791856.1609676,93.68492126464844
1740791856.261479,36.15033721923828
1740791856.361556,784.41162109375
1740791856.4622068,881.1417236328125
1740791856.5608659,49.24114227294922
1740791856.6608377,932.7650756835938
1740791856.7612705,312.21893310546875
1740791856.8609512,538.7088012695312
1740791856.961829,129.99044799804688
1740791857.060918,214.8794403076172
1740791857.1603055,970.0336303710938
1740791857.2609434,347.23345947265625
1740791857.3607535,249.3769073486328
1740791857.461876,502.7925109863281
1740791857.562051,690.3117065429688
1740791857.662125,1000.9140014648438
1740791857.7625391,496.1562805175781
1740791857.8606806,498.75677490234375
1740791857.9623537,769.7112426757812
1740791858.0613546,229.00732421875
1740791858.163124,838.9190673828125
1740791858.261662,745.3121948242188
1740791858.3624315,20.093259811401367
1740791858.461862,742.7501220703125
1740791858.561639,375.92864990234375
1740791858.662491,304.8226318359375
1740791858.7616868,978.8115234375
1740791858.8604815,938.2457275390625
1740791858.9614604,52.34074401855469
1740791859.0627375,745.3370361328125
1740791859.1618218,977.4775390625
1740791859.262327,382.3625793457031
1740791859.3612406,973.7711791992188
1740791859.4620657,76.46505737304688
1740791859.561523,225.6785125732422
1740791859.6612706,613.59912109375
1740791859.7613657,585.0578002929688
1740791859.8618019,178.8030548095703
1740791859.9608753,822.382080078125
1740791860.0613146,564.585205078125
1740791860.1613863,128.2893524169922
1740791860.261383,794.0994873046875
1740791860.3613825,92.57463836669922
1740791860.4604695,1015.3126831054688
1740791860.5613477,671.7420043945312
1740791860.6610475,400.792236328125
1740791860.7618752,398.3721923828125
1740791860.8618665,819.5086669921875
1740791860.96273,725.3648071289062
1740791861.061105,871.1692504882812
1740791861.1799893,135.85693359375
1740791861.2618096,720.2105712890625
1740791861.363132,733.6678466796875
1740791861.4605978,724.072509765625
1740791861.5613093,346.78375244140625
1740791861.6610446,459.22808837890625
1740791861.7621686,252.77737426757812
1740791861.8607588,498.7629089355469
1740791861.9622765,568.54931640625
1740791862.0610332,306.1610107421875
1740791862.1615427,134.03207397460938
1740791862.2608223,610.6339111328125
1740791862.3614857,605.755859375
1740791862.4621253,509.305908203125
1740791862.5907044,874.42724609375
1740791862.661025,821.0303344726562
1740791862.762626,635.8432006835938
1740791862.8609083,1019.7703247070312
1740791862.9612212,887.3389282226562
1740791863.0610957,437.89471435546875
1740791863.1630454,666.90380859375
1740791863.2619686,91.36674499511719
1740791863.361424,118.42467498779297
1740791863.4615052,152.55795288085938
1740791863.5621552,234.5120849609375
1740791863.661471,789.9515991210938
1740791863.7605407,295.9512634277344
1740791863.8614457,375.9604797363281
1740791863.9610033,167.56875610351562
1740791864.0632408,833.3617553710938
1740791864.1614795,678.8914794921875
1740791864.2625492,659.9506225585938
1740791864.3612561,834.4028930664062
1740791864.4632487,922.7621459960938
1740791864.5620878,327.1100769042969
1740791864.6618702,294.5540771484375
1740791864.7626078,407.3274841308594
1740791864.86184,950.7461547851562
1740791864.9611208,295.532470703125
1740791865.0618315,683.0355834960938
1740791865.1612515,640.5473022460938
1740791865.262122,714.1932373046875
1740791865.3697884,505.58294677734375
1740791865.461269,351.643310546875
1740791865.5625591,327.15625
1740791865.6615512,909.6004028320312
1740791865.7626572,688.880615234375
1740791865.8614616,876.87158203125
1740791865.9625628,698.5255126953125
1740791866.061142,684.7688598632812
1740791866.1636205,241.5287322998047
1740791866.2620385,866.2155151367188
1740791866.3611462,109.92724609375
1740791866.4618835,331.5653381347656
1740791866.5612035,728.747314453125
1740791866.662114,881.5978393554688
1740791866.7616212,649.7320556640625
1740791866.8615475,785.7034301757812
1740791866.962616,420.9884948730469
1740791867.0616944,249.20437622070312
1740791867.162578,954.3328247070312
1740791867.2611227,184.6669464111328
1740791867.3620908,469.80804443359375
1740791867.4608445,586.7164306640625
1740791867.5623093,597.650634765625
1740791867.6609654,886.8473510742188
1740791867.7617056,87.37991333007812
1740791867.8615868,899.8226318359375
1740791867.9611862,159.61895751953125
1740791868.0625622,35.813018798828125
1740791868.1612284,301.49676513671875
1740791868.2621698,28.44733238220215
1740791868.3614936,594.6068725585938
1740791868.4621,781.2109985351562
1740791868.561461,98.90614318847656
1740791868.660715,993.110107421875
1740791868.776239,704.4334716796875
1740791868.8608575,912.397705078125
1740791868.9619284,704.4019775390625
1740791869.0614486,522.41357421875
1740791869.1606677,10.074658393859863
1740791869.2614822,589.7123413085938
1740791869.3621404,724.3857421875
1740791869.4616654,375.2982482910156
1740791869.56116,155.8812255859375
1740791869.6615233,913.5722045898438
1740791869.7613983,933.7808227539062
1740791869.861394,681.8644409179688
1740791869.9605572,209.6575927734375
1740791870.0606337,851.0403442382812
1740791870.1615725,822.38623046875
1740791870.2616756,780.1845703125
1740791870.3617675,105.43373107910156
1740791870.4614625,315.848876953125
1740791870.5606232,37.07801818847656
1740791870.661639,298.5888671875
1740791870.7613351,222.02989196777344
1740791870.8605032,1009.93212890625
1740791870.9634843,449.4010009765625
1740791871.0610316,173.1590118408203
1740791871.1615698,679.2415771484375
1740791871.260901,1008.7249755859375
1740791871.360835,277.7330627441406
1740791871.4614527,986.3384399414062
1740791871.562114,376.9740905761719
1740791871.6608655,328.50482177734375
1740791871.7662852,576.4012451171875
1740791871.8612254,709.2555541992188
1740791871.9606104,60.8497428894043
1740791872.061567,363.30438232421875
1740791872.16095,437.4916687011719
1740791872.261644,284.0106201171875
1740791872.3609686,665.39892578125
1740791872.460785,733.1830444335938
1740791872.5608106,209.2372283935547
1740791872.6608856,47.86448669433594
1740791872.761966,370.1430969238281
1740791872.8611648,29.372121810913086
1740791872.9614465,906.9004516601562
1740791873.091938,838.9618530273438
1740791873.1615992,745.9903564453125
1740791873.2622685,241.8922576904297
1740791873.3606012,925.0965576171875
1740791873.4615612,524.9691772460938
1740791873.5607965,163.65115356445312
1740791873.6610768,668.1718139648438
1740791873.7611668,607.9730834960938
1740791873.8625023,854.0592651367188
1740791873.9611819,833.118408203125
1740791874.062627,563.3396606445312
1740791874.1609294,824.5439453125
1740791874.2618186,794.2373657226562
1740791874.362443,426.943359375
1740791874.462146,834.4182739257812
1740791874.5621498,962.207763671875
1740791874.6608424,947.7003173828125
1740791874.7619457,671.9262084960938
1740791874.8614929,957.1270751953125
1740791874.9610941,717.6538696289062
1740791875.0612264,200.91958618164062
1740791875.161426,533.330078125
1740791875.2614915,830.7540893554688
1740791875.360981,417.8124084472656
1740791875.4612296,62.3126335144043
1740791875.562367,2.1391794681549072
1740791875.662064,37.68939208984375
1740791875.7616563,689.619384765625
1740791875.8614466,53.68704605102539
1740791875.9614584,429.5417785644531
1740791876.0612075,848.7554931640625
1740791876.160997,465.8741760253906
1740791876.2610023,874.4951171875
1740791876.3611712,557.1473388671875
1740791876.4623842,711.2771606445312
1740791876.5618544,516.7613525390625
1740791876.66198,716.5568237304688
1740791876.762328,526.7509765625
1740791876.8617764,387.4948425292969
1740791876.9610035,180.82862854003906
1740791877.061552,945.2344360351562
1740791877.1612217,665.3301391601562
1740791877.2607663,37.5536003112793
1740791877.3616416,831.9242553710938
1740791877.461478,302.73919677734375
1740791877.56103,923.4780883789062
1740791877.6607544,892.2284545898438
1740791877.7616298,737.6857299804688
1740791877.861542,415.123046875
1740791877.961007,71.69392395019531
1740791878.0610366,389.1712951660156
1740791878.1613135,854.6990966796875
1740791878.260644,874.8062744140625
1740791878.3616288,61.363365173339844
1740791878.4620924,78.77852630615234
1740791878.5613742,653.2763671875
1740791878.66113,372.8163146972656
1740791878.7618625,847.3916015625
1740791878.86306,254.86541748046875
1740791878.9610639,260.81884765625
1740791879.061631,974.50244140625
1740791879.1611338,558.7633666992188
1740791879.2608466,262.9710998535156
1740791879.360871,725.7400512695312
1740791879.460856,417.6097106933594
1740791879.5618029,18.502826690673828
1740791879.6608198,780.9480590820312
1740791879.7615774,844.6632080078125
1740791879.8605468,582.051025390625
1740791879.9615898,927.3187866210938
1740791880.06055,189.21800231933594
1740791880.1616518,840.34912109375
1740791880.2614634,694.387939453125
1740791880.362391,67.44462585449219
1740791880.4608243,923.6417846679688
1740791880.5617151,286.93402099609375
1740791880.662236,0.6562901735305786
1740791880.7610946,372.37298583984375
1740791880.8618624,515.7459106445312
1740791880.9617853,172.5624237060547
1740791881.0622642,65.8847427368164
1740791881.161561,16.979021072387695
1740791881.2615948,851.3924560546875
1740791881.3623233,997.074462890625
1740791881.461002,448.03912353515625
1740791881.5623162,568.752685546875
1740791881.662602,719.8545532226562
1740791881.7614264,81.29789733886719
1740791881.8624134,969.1038208007812
1740791881.9613664,726.1976928710938
1740791882.0629148,565.7496337890625
1740791882.1625686,702.291015625
1740791882.2617276,625.179443359375
1740791882.3623567,709.4033203125
1740791882.4617066,218.99124145507812
1740791882.560849,670.6153564453125
1740791882.6619577,825.6407470703125
1740791882.761051,331.37872314453125
1740791882.8623579,473.4238586425781
1740791882.9610364,141.1281280517578
1740791883.0607004,484.528564453125
1740791883.1615365,15.486015319824219
1740791883.2615638,846.7898559570312
1740791883.3606858,364.0559997558594
1740791883.4607992,144.01797485351562
1740791883.561621,252.52735900878906
1740791883.6616943,915.467041015625
1740791883.7612488,78.14915466308594
1740791883.8606775,120.7611083984375
1740791883.96175,651.5386352539062
1740791884.0625472,496.2618103027344
1740791884.1613872,449.842529296875
1740791884.2609293,963.5661010742188
1740791884.3618739,447.9873962402344
1740791884.4613383,585.6284790039062
1740791884.560519,989.3709106445312
1740791884.661812,800.1063842773438
1740791884.7614305,248.17030334472656
1740791884.8610578,641.550537109375
1740791884.9630477,797.2592163085938
1740791885.0613642,188.646728515625
1740791885.1607137,795.5084838867188
1740791885.261362,937.8104248046875
1740791885.3623807,64.36145782470703
1740791885.4607215,912.850830078125
1740791885.5606942,452.0379638671875
1740791885.6613953,232.02711486816406
1740791885.7610638,693.4713745117188
1740791885.8625407,501.7978820800781
1740791885.9613545,11.250744819641113
1740791886.0610516,541.5752563476562
1740791886.1631322,572.4407348632812
1740791886.262331,709.3338012695312
1740791886.3614593,973.7658081054688
1740791886.4615262,74.99884033203125
1740791886.561566,110.4488754272461
1740791886.66224,361.25933837890625
1740791886.7612665,50.94609451293945
1740791886.861119,881.65234375
1740791886.9616847,725.9412231445312
1740791887.06087,166.9702911376953
1740791887.1615222,655.1141967773438
1740791887.2613876,584.35205078125
1740791887.3611279,674.6619262695312
1740791887.4620378,559.6856079101562
1740791887.5609913,776.6858520507812
1740791887.6616921,526.9852294921875
1740791887.7623436,842.9896240234375
1740791887.8611338,508.8711853027344
1740791887.9622436,463.85833740234375
1740791888.0610082,167.32852172851562
1740791888.1625602,617.5537719726562
1740791888.261637,704.660888671875
1740791888.3617542,326.30908203125
1740791888.4607062,174.8420867919922
1740791888.5626671,487.7356262207031
1740791888.6621332,676.2673950195312
1740791888.7619288,488.2994384765625
1740791888.8614497,589.5525512695312
1740791888.96148,904.060546875
1740791889.0616825,715.4876098632812
1740791889.161604,48.16559982299805
1740791889.2607577,198.4673309326172
1740791889.3626206,861.381103515625
1740791889.4616938,216.30943298339844
1740791889.5605736,929.3428955078125
1740791889.6621273,149.43710327148438
1740791889.7618265,115.07022857666016
1740791889.860761,657.8062744140625
1740791889.961633,956.0332641601562
1740791890.0612035,452.46099853515625
1740791890.1615036,34.90283966064453
1740791890.2608023,452.7913513183594
1740791890.3624952,741.6983642578125
1740791890.4612153,410.22210693359375
1740791890.5612483,948.4456787109375
1740791890.6620731,524.1912231445312
1740791890.7617188,402.4466247558594
1740791890.8611374,269.4092712402344
1740791890.9616294,32.88713073730469
1740791891.061136,762.2874755859375
1740791891.1610804,675.3184814453125
1740791891.2617118,464.29541015625
1740791891.3622022,422.7668151855469
1740791891.4617221,603.7345581054688
1740791891.561,738.2405395507812
1740791891.6605732,113.33374786376953
1740791891.760784,79.09970092773438
1740791891.860218,619.8685913085938
1740791891.9610748,91.61140441894531
1740791892.0621462,172.3854522705078
1740791892.1612473,88.5506362915039
1740791892.2607,403.2979431152344
1740791892.3615499,616.7755737304688
1740791892.4636261,279.97979736328125
1740791892.560906,832.7072143554688
1740791892.6630332,7.658682346343994
1740791892.762174,229.59368896484375
1740791892.860828,821.3385620117188
1740791892.961952,958.7203369140625
1740791893.061699,871.9599609375
1740791893.1603887,963.2489624023438
1740791893.261915,447.0429992675781
1740791893.3612547,828.236572265625
1740791893.4619048,453.40826416015625
